year,topic,gamma
1617,1,0.172535851
1617,1,0.009506975
1617,1,0.053081751
1617,1,0.363572365
1617,1,0.028292593
1617,1,0.22358662
1617,1,0.279939925
1617,1,0.723927999
1617,1,0.047899564
1617,1,0.182968092
1617,1,0.005451395
1617,1,0.51891923
1617,1,0.166354687
1617,1,0.072809811
1617,1,0.335230602
1617,1,0.733061346
1617,1,0.095585732
1617,1,0.102713027
1617,1,0.010174884
1617,1,0.098971342
1617,1,0.372236189
1617,1,0.326593419
1617,1,0.066428722
1617,1,0.664880924
1617,1,0.768433737
1617,1,0.139881102
1617,1,0.219423834
1617,1,0.284817445
1617,1,0.312731125
1617,1,0.182968092
1617,1,0.010418875
1617,1,0.440239791
1617,1,0.50129168
1617,1,0.398321469
1617,1,0.099448295
1617,1,0.665578893
1617,1,0.112559663
1617,1,0.455588573
1617,1,0.362776673
1617,1,0.276763428
1617,1,0.818650979
1617,1,0.089821545
1617,1,0.004686921
1617,1,0.072809811
1617,1,0.827429735
1617,1,0.423461242
1617,1,0.228035903
1617,1,0.004447062
1617,1,0.023232284
1617,1,0.023232284
1617,1,0.031331132
1617,1,0.006059624
1617,1,0.394727325
1617,1,0.074444963
1617,1,0.00559171
1617,1,0.804372386
1617,1,0.082809975
1617,1,0.016904874
1617,1,0.275836698
1617,1,0.278426151
1617,1,0.091357927
1617,1,0.006034813
1617,1,0.056413402
1617,1,0.624751287
1617,1,0.102713027
1617,1,0.069292739
1617,1,0.617676063
1617,1,0.149581755
1617,1,0.703203655
1617,1,0.419583588
1617,1,0.232276621
1617,1,0.225524156
1617,1,0.150684104
1617,1,0.377350141
1617,1,0.027671059
1617,1,0.232711635
1617,1,0.039612616
1617,1,0.041173733
1617,1,0.187094718
1617,1,0.0030662
1617,1,0.688556941
1617,1,0.612341431
1617,1,0.216403169
1617,1,0.157061445
1617,1,0.441732774
1617,1,0.111586911
1617,1,0.641555625
1617,1,0.457950609
1617,1,0.469974866
1617,1,0.535293474
1617,1,0.288476504
1617,1,0.001925045
1617,1,0.016904874
1617,1,0.652508106
1617,1,0.433282721
1617,1,0.048577051
1617,1,0.003044713
1617,1,0.007157711
1617,1,0.030715847
1617,1,0.093687341
1617,1,0.004149747
1617,1,0.124151963
1617,1,0.167847924
1617,1,0.076885559
1617,1,0.015684386
1617,1,0.010174884
1617,1,0.008741854
1617,1,0.003249665
1617,1,0.018331336
1617,1,0.055638452
1617,1,0.048296229
1617,1,0.016545051
1617,1,0.553315717
1617,1,0.259210046
1617,1,0.063954738
1617,1,0.191526578
1617,1,0.505180126
1617,1,0.379250994
1617,1,0.196551607
1617,1,0.00971965
1617,1,0.140792763
1617,1,0.126950348
1617,1,0.085454207
1617,1,0.263875773
1617,1,0.637497149
1615,2,0.20083334
1615,2,0.297039566
1615,2,0.612443666
1615,2,0.192237875
1615,2,0.372695733
1615,2,0.328298875
1615,2,0.452461407
1615,2,0.137514182
1615,2,0.609810338
1615,2,0.146249807
1615,2,0.179943512
1615,2,0.462391724
1615,2,0.398830774
1615,2,0.474480746
1615,2,0.780858338
1615,2,0.49928731
1615,2,0.017614236
1615,2,0.499644988
1615,2,0.630666664
1615,2,0.217095974
1615,2,0.393332315
1615,2,0.489975772
1615,2,0.236010201
1615,2,0.268719501
1615,2,0.662434309
1615,2,0.244780226
1615,2,0.310587359
1615,2,0.580192796
1615,2,0.800613406
1615,2,0.486416508
1615,2,0.524132936
1615,2,0.1582641
1615,2,0.795639197
1615,2,0.250672884
1615,2,0.591295016
1615,2,0.57541691
1615,2,0.206774973
1615,2,0.455410692
1615,2,0.471466647
1615,2,0.678963689
1615,2,0.499691445
1615,2,0.290367145
1615,2,0.688078864
1615,2,0.572848192
1615,2,0.180962516
1615,2,0.212657519
1615,2,0.138321086
1615,2,0.131399926
1615,2,0.517665643
1615,2,0.443440896
1615,2,0.561884842
1615,2,0.11823919
1615,2,0.627008594
1615,2,0.564369327
1615,2,0.571260789
1615,2,0.263751014
1615,2,0.637866862
1615,2,0.403854344
1615,2,0.525222401
1615,2,0.133020023
1615,2,0.395102396
1615,2,0.62095764
1615,2,0.716883889
1615,2,0.375641119
1615,2,0.049660119
1615,2,0.630934561
1615,2,0.707475328
1615,2,0.137960587
1615,2,0.553350226
1615,2,0.305516194
1615,2,0.888213163
1615,2,0.404475683
1615,2,0.241211706
1615,2,0.072932401
1615,2,0.468369018
1615,2,0.10644283
1615,2,0.796412512
1615,2,0.322126141
1615,2,0.570024153
1615,2,0.477087657
1615,2,0.372233669
1615,2,0.452617112
1615,2,0.834415447
1615,2,0.532715327
1615,2,0.871357276
1615,2,0.643373407
1615,2,0.447807112
1615,2,0.07779333
1615,2,0.228874219
1615,2,0.182494626
1615,2,0.284059224
1615,2,0.300369084
1615,2,0.03829779
1615,2,0.222221386
1615,2,0.163090181
1615,2,0.046470745
1615,2,0.070298181
1615,2,0.704918768
1615,2,0.233236574
1615,2,0.073935824
1615,2,0.228669243
1615,2,0.263371601
1615,2,0.534464685
1615,2,0.420367902
1615,2,0.563465981
1615,2,0.414424515
1615,2,0.471751681
1615,2,0.649652864
1615,2,0.408002942
1615,2,0.224330318
1615,2,0.055734412
1615,2,0.632180358
1615,2,0.307533016
1615,2,0.239210416
1615,2,0.708615909
1615,2,0.323037514
1615,2,0.021819023
1615,2,0.604719295
1615,2,0.817774292
1615,2,0.938791678
1615,2,0.732606792
1615,2,0.954937052
1615,2,0.083642547
1615,2,0.767829661
1615,2,0.653566597
1615,2,0.619823003
1615,2,0.759183762
1615,2,0.288531159
1615,2,0.90937713
1615,2,0.326668468
1615,2,0.539419984
1615,2,0.191990935
1615,2,0.988230446
1615,2,0.278299978
1615,2,0.478926537
1615,2,0.492927949
1615,2,0.642149264
1615,2,0.517651501
1615,2,0.667875632
1615,2,0.455168827
1615,2,0.102688353
1615,2,0.86847948
1615,2,0.405313769
1615,2,0.594199899
1615,2,0.190868938
1615,2,0.801368125
1615,2,0.306035952
1615,2,0.426175824
1615,2,0.234409312
1615,2,0.583038755
1615,2,0.37819631
1615,2,0.563984404
1615,2,0.404084586
1615,2,0.322069273
1615,2,0.226544892
1615,2,0.923489791
1615,2,0.309843904
1615,2,0.7571026
1615,2,0.955374328
1615,2,0.636105864
1615,2,0.567040219
1615,2,0.706814987
1615,2,0.930781033
1615,2,0.695275874
1615,2,0.7491741
1615,2,0.499380876
1615,2,0.499742073
1615,2,0.74652905
1615,2,0.267033401
1615,2,0.023705294
1615,2,0.56734556
1615,2,0.364225105
1615,2,0.672868182
1615,2,0.439289155
1615,2,0.400703451
1615,2,0.409728358
1615,2,0.24418734
1615,2,0.506955563
1615,2,0.607274701
1615,2,0.167269117
1615,2,0.198687341
1615,2,0.255388753
1615,2,0.352778133
1615,2,0.709760434
1615,2,0.353959089
1615,2,0.230507013
1615,2,0.047093826
1615,2,0.576819435
1615,2,0.434511106
1615,2,0.4881818
1615,2,0.385267818
1615,2,0.353892173
1615,2,0.184840943
1615,2,0.862218189
1615,2,0.396449708
1615,2,0.149691049
1615,2,0.07359744
1615,2,0.446494687
1615,2,0.422086016
1615,2,0.517307358
1616,2,0.622140257
1616,2,0.791012575
1616,2,0.04175334
1616,2,0.037905429
1616,2,0.1727686
1616,2,0.097456641
1616,2,0.043985921
1616,2,0.756489299
1616,2,0.026793749
1616,2,0.424951956
1616,2,0.574403086
1616,2,0.975373607
1616,2,0.450074928
1616,2,0.527925123
1616,2,0.806303729
1616,2,0.445102334
1616,2,0.220449997
1616,2,0.055734412
1616,2,0.251490965
1616,2,0.045907638
1616,2,0.158646528
1616,2,0.519550689
1616,2,0.439894626
1616,2,0.436911167
1616,2,0.388032206
1616,2,0.384866224
1616,2,0.02769584
1616,2,0.16900052
1616,2,0.046470745
1616,2,0.556981362
1616,2,0.195163789
1616,2,0.85874847
1616,2,0.364375498
1616,2,0.439816459
1616,2,0.222222004
1616,2,0.380517538
1616,2,0.794595973
1616,2,0.254805832
1616,2,0.951443964
1616,2,0.785074225
1616,2,0.615423856
1616,2,0.227963853
1616,2,0.485605754
1616,2,0.888624532
1616,2,0.148729403
1616,2,0.10912682
1616,2,0.851274106
1616,2,0.975373607
1616,2,0.69516864
1616,2,0.989859416
1616,2,0.730961085
1616,2,0.66039059
1616,2,0.950332398
1616,2,0.873648968
1616,2,0.276198913
1616,2,0.807595876
1616,2,0.150927361
1616,2,0.968640663
1616,2,0.693959811
1616,2,0.932574142
1616,2,0.958091256
1616,2,0.680676063
1616,2,0.524475069
1616,2,0.292498183
1616,2,0.441874974
1616,2,0.462230425
1616,2,0.100774492
1616,2,0.298527176
1616,2,0.100486849
1616,2,0.24801092
1616,2,0.083506299
1616,2,0.951328502
1616,2,0.588196135
1616,2,0.923924357
1616,2,0.951452939
1616,2,0.859992547
1616,2,0.778385698
1616,2,0.688472072
1616,2,0.37937659
1616,2,0.880123133
1616,2,0.979410548
1616,2,0.958895264
1616,2,0.87930184
1616,2,0.933719434
1616,2,0.722645471
1616,2,0.41458714
1616,2,0.256243212
1616,2,0.029695407
1616,2,0.057492495
1616,2,0.390964572
1616,2,0.171166405
1616,2,0.305057707
1616,2,0.144704443
1616,2,0.097030985
1616,2,0.052389897
1616,2,0.402502341
1616,2,0.143159394
1616,2,0.124786271
1616,2,0.719914945
1616,2,0.456071811
1616,2,0.163800566
1616,2,0.676150265
1616,2,0.528832413
1616,2,0.094843643
1616,2,0.240229801
1616,2,0.051600052
1616,2,0.615443533
1616,2,0.536158205
1616,2,0.114840384
1616,2,0.424951956
1616,2,0.508950447
1616,2,0.498978584
1616,2,0.066431312
1616,2,0.330948418
1616,2,0.239365288
1616,2,0.167501315
1616,2,0.485605754
1616,2,0.374413017
1616,2,0.449276339
1616,2,0.649085367
1616,2,0.532922704
1616,2,0.257295915
1616,2,0.093458142
1616,2,0.487020358
1616,2,0.352735294
1616,2,0.548550278
1616,2,0.453908508
1616,2,0.321128522
1616,2,0.63751907
1616,2,0.1836682
1616,2,0.613764242
1616,2,0.530804336
1616,2,0.024408677
1616,2,0.215212126
1616,2,0.215944805
1616,2,0.10912682
1616,2,0.07689775
1616,2,0.369508442
1616,2,0.582032313
1616,2,0.558504397
1616,2,0.492927949
1616,2,0.494536865
1616,2,0.524023129
1616,2,0.628715497
1616,2,0.815627375
1616,2,0.316293822
1616,2,0.276723659
1616,2,0.782122296
1616,2,0.332401561
1616,2,0.133235101
1616,2,0.689258578
1616,2,0.292961894
1616,2,0.602976618
1616,2,0.820217761
1616,2,0.337917425
1616,2,0.458344521
1616,2,0.603823824
1616,2,0.667145414
1616,2,0.667044095
1616,2,0.839887924
1616,2,0.064763686
1616,2,0.319964691
1616,2,0.315037894
1616,2,0.204169048
1616,2,0.115170217
1616,2,0.646529224
1616,2,0.739119154
1616,2,0.844060406
1616,2,0.330757756
1616,2,0.089803597
1616,2,0.29914686
1616,2,0.880319182
1616,2,0.224834071
1616,2,0.170308999
1616,2,0.106808068
1616,2,0.690542537
1616,2,0.023705294
1616,2,0.070298181
1616,2,0.23664744
1616,2,0.04175334
1616,2,0.657844095
1616,2,0.203470287
1616,2,0.924865804
1616,2,0.683944415
1616,2,0.988385919
1616,2,0.866842543
1616,2,0.706273065
1616,2,0.806303729
1616,2,0.445364839
1616,2,0.45982057
1616,2,0.222221386
1616,2,0.037905429
1616,2,0.448086234
1616,2,0.270044826
1616,2,0.386486899
1616,2,0.862856614
1616,2,0.321128522
1616,2,0.925792106
1616,2,0.648866124
1616,2,0.04175334
1616,2,0.341387831
1616,2,0.499160428
1616,2,0.683012492
1616,2,0.693437823
1616,2,0.83798768
1616,2,0.648443838
1616,2,0.58973043
1616,2,0.885737735
1616,2,0.643845934
1616,2,0.728175942
1616,2,0.053312688
1616,2,0.695275874
1616,2,0.87217864
1616,2,0.59085434
1616,2,0.191099954
1616,2,0.189650522
1616,2,0.460769371
1616,2,0.784044457
1616,2,0.600051259
1616,2,0.131028106
1616,2,0.401215811
1616,2,0.309843904
1616,2,0.574850589
1616,2,0.447807112
1616,2,0.855787336
1616,2,0.784734156
1616,2,0.140089557
1616,2,0.208631082
1616,2,0.583038755
1616,2,0.947928365
1616,2,0.007637911
1616,2,0.010321181
1616,2,0.176142657
1616,2,0.044309829
1616,2,0.129754033
1616,2,0.689258578
1616,2,0.275962679
1616,2,0.295975954
1616,2,0.808506259
1616,2,0.094533852
1616,2,0.042682414
1616,2,0.242755116
1616,2,0.062973675
1616,2,0.372143
1616,2,0.868452634
1616,2,0.093917583
1616,2,0.255511269
1616,2,0.830985286
1616,2,0.654530079
1617,2,0.387168367
1617,2,0.97466395
1617,2,0.695051205
1617,2,0.565874473
1617,2,0.642970916
1617,2,0.24229607
1617,2,0.312901142
1617,2,0.59678328
1617,2,0.703230329
1617,2,0.674973905
1617,2,0.700349381
1617,2,0.04925312
1617,2,0.785074225
1617,2,0.505569005
1617,2,0.714924827
1617,2,0.364375498
1617,2,0.188552999
1617,2,0.756082911
1617,2,0.709700378
1617,2,0.369508442
1617,2,0.742369393
1617,2,0.427780489
1617,2,0.497581993
1617,2,0.124507812
1617,2,0.484811412
1617,2,0.965006642
1617,2,0.112619178
1617,2,0.286577414
1617,2,0.37819631
1617,2,0.373348512
1617,2,0.043985921
1617,2,0.206003006
1617,2,0.421471011
1617,2,0.203470287
1617,2,0.03747124
1617,2,0.23554406
1617,2,0.052389897
1617,2,0.123972164
1617,2,0.60529035
1617,2,0.966007731
1617,2,0.764613554
1617,2,0.350800506
1617,2,0.480851766
1617,2,0.48451604
1617,2,0.983472498
1617,2,0.037423998
1617,2,0.97466395
1617,2,0.051803511
1617,2,0.062192375
1617,2,0.242815283
1617,2,0.156656
1617,2,0.978916818
1617,2,0.439049791
1617,2,0.745981385
1617,2,0.915911913
1617,2,0.962905507
1617,2,0.060037039
1617,2,0.985977965
1617,2,0.922183968
1617,2,0.923349839
1617,2,0.962190379
1617,2,0.820776273
1617,2,0.82826124
1617,2,0.777271255
1617,2,0.968523455
1617,2,0.827090368
1617,2,0.568701187
1617,2,0.314379884
1617,2,0.300145943
1617,2,0.906235469
1617,2,0.222221876
1617,2,0.365953787
1617,2,0.381932098
1617,2,0.132626477
1617,2,0.23664744
1617,2,0.045746086
1617,2,0.117150971
1617,2,0.704307863
1617,2,0.313582094
1617,2,0.319964691
1617,2,0.459991357
1617,2,0.42268642
1617,2,0.055734412
1617,2,0.487628278
1617,2,0.909155938
1617,2,0.732345567
1617,2,0.045746086
1617,2,0.370824238
1617,2,0.209452286
1617,2,0.036235721
1617,2,0.351968973
1617,2,0.213139732
1617,2,0.471001097
1617,2,0.434713517
1617,2,0.464848683
1617,2,0.190127512
1617,2,0.318781143
1617,2,0.114904919
1617,2,0.04175334
1617,2,0.484776158
1617,2,0.064763686
1617,2,0.055953394
1617,2,0.084789927
1617,2,0.414424515
1617,2,0.434672457
1617,2,0.23664744
1617,2,0.094533852
1617,2,0.04175334
1617,2,0.418280961
1617,2,0.271958339
1617,2,0.057492495
1617,2,0.167137994
1617,2,0.043705929
1617,2,0.450635042
1617,2,0.294879539
1617,2,0.643062323
1617,2,0.260661309
1617,2,0.063753062
1617,2,0.034706905
1617,2,0.234619093
1617,2,0.57671459
1617,2,0.718190523
1617,2,0.507290442
1617,2,0.49928731
1617,2,0.607919291
1617,2,0.772788976
