year,topic,gamma
1617,2,0.261784553
1617,2,0.256482339
1617,2,0.583285258
1617,2,0.633719225
1617,2,0.574925574
1617,2,0.236824193
1617,2,0.193733009
1617,2,0.600077277
1617,2,0.547035185
1617,2,0.036671027
1617,2,0.899908566
1617,2,0.498806206
1617,2,0.721810311
1617,2,0.657677731
1617,2,0.526752457
1617,2,0.650833998
1617,2,0.576819435
1617,2,0.311339521
1617,2,0.191099954
1617,2,0.215212126
1617,2,0.719692171
1617,2,0.707475328
1617,2,0.516471803
1617,2,0.095031771
1617,2,0.906977519
1617,2,0.330042824
1617,2,0.383646324
1617,2,0.475949208
1617,2,0.553656987
1617,2,0.157079167
1617,2,0.138321086
1617,2,0.459094666
1617,2,0.173158244
1617,2,0.499249503
1617,2,0.031466662
1617,2,0.758066174
1617,2,0.93657938
1617,2,0.803104163
1617,2,0.089803597
1617,2,0.326204886
1617,2,0.63070021
1617,2,0.704414862
1617,2,0.899517441
1617,2,0.899517441
1617,2,0.898596883
1617,2,0.931951422
1617,2,0.574337672
1617,2,0.911955763
1617,2,0.795639197
1617,2,0.04925312
1617,2,0.795639197
1617,2,0.926884289
1617,2,0.600077277
1617,2,0.405313769
1617,2,0.498197974
1617,2,0.541950477
1617,2,0.366486811
1617,2,0.348621619
1617,2,0.625378743
1617,2,0.619395513
1617,2,0.369508442
1617,2,0.720750548
1617,2,0.286847734
1617,2,0.50968557
1617,2,0.679472113
1617,2,0.765704541
1617,2,0.768646718
1617,2,0.600077277
1617,2,0.94400605
1617,2,0.584126628
1617,2,0.92065672
1617,2,0.434743026
1617,2,0.794142125
1617,2,0.951452939
1617,2,0.278985989
1617,2,0.338470816
1617,2,0.567040219
1617,2,0.778793228
1617,2,0.554520686
1617,2,0.879281582
1617,2,0.351875555
1617,2,0.496245286
1617,2,0.448394006
1617,2,0.450221358
1617,2,0.706273065
1617,2,0.996104563
1617,2,0.887976545
1617,2,0.256015469
1617,2,0.235471677
1617,2,0.71883035
1617,2,0.74857219
1617,2,0.870198182
1617,2,0.95976159
1617,2,0.723150922
1617,2,0.943848092
1617,2,0.790377284
1617,2,0.789515872
1617,2,0.773210634
1617,2,0.174090231
1617,2,0.955992345
1617,2,0.942070393
1617,2,0.716688928
1617,2,0.962905507
1617,2,0.938781738
1617,2,0.936730918
1617,2,0.943724285
1617,2,0.263371601
1617,2,0.693645586
1617,2,0.890521277
1617,2,0.449276339
1617,2,0.225129886
1617,2,0.61436867
1617,2,0.302390816
1617,2,0.980331739
1617,2,0.740071488
1617,2,0.842753559
1617,2,0.778330265
1617,2,0.563465981
1617,2,0.339492303
1615,3,0.0330154
1615,3,0.008709237
1615,3,0.002009919
1615,3,0.033862346
1615,3,0.293327028
1615,3,0.00316615
1615,3,0.365117963
1615,3,0.752951801
1615,3,0.00316615
1615,3,0.002009919
1615,3,0.201800793
1615,3,0.443215196
1615,3,0.005204643
1615,3,0.012495529
1615,3,0.184087257
1615,3,0.056891095
1615,3,0.77638681
1615,3,0.0032456
1615,3,0.027541138
1615,3,0.602740263
1615,3,0.225514376
1615,3,0.061832399
1615,3,0.457681958
1615,3,0.054564784
1615,3,0.003509821
1615,3,0.571453698
1615,3,0.185897538
1615,3,0.003205383
1615,3,0.002594539
1615,3,0.135514307
1615,3,0.150041696
1615,3,0.043622499
1615,3,0.029068561
1615,3,0.522440454
1615,3,0.002255241
1615,3,0.002447264
1615,3,0.091941535
1615,3,0.004562115
1615,3,0.039436725
1615,3,0.037682586
1615,3,0.013725793
1615,3,0.22631464
1615,3,0.152167771
1615,3,0.023601225
1615,3,0.537339525
1615,3,0.003711241
1615,3,0.369557779
1615,3,0.088787964
1615,3,0.009687737
1615,3,0.095268601
1615,3,0.016474534
1615,3,0.368423019
1615,3,0.033862346
1615,3,0.393159855
1615,3,0.15008169
1615,3,0.117613617
1615,3,0.10565484
1615,3,0.014190015
1615,3,0.334656138
1615,3,0.018879255
1615,3,0.004908373
1615,3,0.357422587
1615,3,0.091862239
1615,3,0.013577729
1615,3,0.03429476
1615,3,0.096731125
1615,3,0.004483051
1615,3,0.286739986
1615,3,0.022596751
1615,3,0.016849391
1615,3,0.00745437
1615,3,0.481318683
1615,3,0.1930195
1615,3,0.006683929
1615,3,0.015488143
1615,3,0.132695396
1615,3,0.084199655
1615,3,0.03429476
1615,3,0.105515349
1615,3,0.018870252
1615,3,0.010913938
1615,3,0.150156974
1615,3,0.003937185
1615,3,0.143381101
1615,3,0.027541138
1615,3,0.081535433
1615,3,0.013129761
1615,3,0.162581342
1615,3,0.015488143
1615,3,0.129855171
1615,3,0.579131487
1615,3,0.130227605
1615,3,0.369850822
1615,3,0.728925244
1615,3,0.091274895
1615,3,0.127595903
1615,3,0.022105975
1615,3,0.009687737
1615,3,0.127118319
1615,3,0.00500331
1615,3,0.29512847
1615,3,0.008709237
1615,3,0.02947603
1615,3,0.003417094
1615,3,0.004728914
1615,3,0.221868166
1615,3,0.174243978
1615,3,0.199155294
1615,3,0.024365003
1615,3,0.289528503
1615,3,0.130227605
1615,3,0.106513585
1615,3,0.004728914
1615,3,0.007910269
1615,3,0.043931496
1615,3,0.097979957
1615,3,0.006861213
1615,3,0.052894233
1615,3,0.00433287
1615,3,0.008425566
1615,3,0.017826738
1615,3,0.006203092
1615,3,0.005660173
1615,3,0.058577351
1615,3,0.150714931
1615,3,0.102666096
1615,3,0.002983562
1615,3,0.00376526
1615,3,0.026663052
1615,3,0.022105975
1615,3,0.004125562
1615,3,0.697782817
1615,3,0.003462837
1615,3,0.228967274
1615,3,0.328866252
1615,3,0.016849391
1615,3,0.02798797
1615,3,0.047077837
1615,3,0.297069963
1615,3,0.003286839
1615,3,0.039834349
1615,3,0.005786794
1615,3,0.571447111
1615,3,0.00376526
1615,3,0.004562115
1615,3,0.117639053
1615,3,0.101711696
1615,3,0.447239827
1615,3,0.004728914
1615,3,0.022105975
1615,3,0.125796374
1615,3,0.144895958
1615,3,0.015037668
1615,3,0.023601225
1615,3,0.087880153
1615,3,0.005101991
1615,3,0.00815979
1615,3,0.001188232
1615,3,0.013129761
1615,3,0.000848962
1615,3,0.078838627
1615,3,0.001151216
1615,3,0.020365597
1615,3,0.007245575
1615,3,0.033476365
1615,3,0.115064997
1615,3,0.011473649
1615,3,0.004406681
1615,3,0.044039296
1615,3,0.00745437
1615,3,0.41574719
1615,3,0.006565823
1615,3,0.15943163
1615,3,0.489400864
1615,3,0.105396569
1615,3,0.184171352
1615,3,0.053683399
1615,3,0.03048407
1615,3,0.153732845
1615,3,0.096731125
1615,3,0.002883779
1615,3,0.003509821
1615,3,0.00316615
1615,3,0.010913938
1615,3,0.028157246
1615,3,0.234119745
1615,3,0.600971163
1615,3,0.00500331
1615,3,0.016474534
1615,3,0.005786794
1615,3,0.00185166
1615,3,0.00235803
1615,3,0.00185166
1615,3,0.003607722
1615,3,0.09984179
1615,3,0.324106803
1615,3,0.196961391
1615,3,0.158197524
1615,3,0.00500331
1615,3,0.001506567
1616,3,0.001506567
1616,3,0.006861213
1616,3,0.013129761
1616,3,0.011919746
1616,3,0.03734754
1616,3,0.013831818
1616,3,0.013831818
1616,3,0.173254802
1616,3,0.952994849
1616,3,0.237828205
1616,3,0.002760674
1616,3,0.007245575
1616,3,0.543083678
1616,3,0.118756425
1616,3,0.026663052
1616,3,0.002568774
1616,3,0.211456053
1616,3,0.038489603
1616,3,0.002620825
1616,3,0.006515576
1616,3,0.03429476
1616,3,0.005204643
1616,3,0.004406681
1616,3,0.078526186
1616,3,0.045447662
1616,3,0.004562115
1616,3,0.177049067
1616,3,0.015488143
1616,3,0.014613197
1616,3,0.003711241
1616,3,0.140919683
1616,3,0.00531151
1616,3,0.547396691
1616,3,0.007675556
1616,3,0.190109517
1616,3,0.063112237
1616,3,0.004125562
1616,3,0.399069762
1616,3,0.032522504
1616,3,0.187591985
1616,3,0.220027482
1616,3,0.756002615
1616,3,0.41574719
1616,3,0.00291629
1616,3,0.24351113
1616,3,0.015488143
1616,3,0.00433287
1616,3,0.007245575
1616,3,0.002197759
1616,3,0.002983562
1616,3,0.117613617
1616,3,0.005204643
1616,3,0.014613197
1616,3,0.008425566
1616,3,0.010472111
1616,3,0.016167865
1616,3,0.495068298
1616,3,0.002091159
1616,3,0.164935676
1616,3,0.052894233
1616,3,0.00376526
1616,3,0.250860627
1616,3,0.283580931
1616,3,0.17729942
1616,3,0.070157368
1616,3,0.302758435
1616,3,0.166298034
1616,3,0.021082777
1616,3,0.680199067
1616,3,0.198420083
1616,3,0.00316615
1616,3,0.015792364
1616,3,0.202333553
1616,3,0.050954951
1616,3,0.001825525
1616,3,0.002025658
1616,3,0.002883779
1616,3,0.002790455
1616,3,0.286536882
1616,3,0.080062265
1616,3,0.006057826
1616,3,0.010603714
1616,3,0.007642175
1616,3,0.00291629
1616,3,0.036327915
1616,3,0.437633699
1616,3,0.036594388
1616,3,0.153732845
1616,3,0.00815979
1616,3,0.005101991
1616,3,0.005660173
1616,3,0.490401713
1616,3,0.088843552
1616,3,0.0655646
1616,3,0.016474534
1616,3,0.004562115
1616,3,0.047138361
1616,3,0.244105162
1616,3,0.2605112
1616,3,0.351777956
1616,3,0.00251875
1616,3,0.160245013
1616,3,0.393411354
1616,3,0.008627653
1616,3,0.603850547
1616,3,0.863932438
1616,3,0.359286643
1616,3,0.350320423
1616,3,0.715135616
1616,3,0.310811189
1616,3,0.365427204
1616,3,0.009338022
1616,3,0.187520333
1616,3,0.650076282
1616,3,0.6485776
1616,3,0.476612652
1616,3,0.497486996
1616,3,0.503650506
1616,3,0.540329893
1616,3,0.334007383
1616,3,0.386084474
1616,3,0.611697457
1616,3,0.361505625
1616,3,0.006355495
1616,3,0.436752451
1616,3,0.410451921
1616,3,0.262681904
1616,3,0.541771276
1616,3,0.304497645
1616,3,0.575950462
1616,3,0.051683889
1616,3,0.206373592
1616,3,0.868163104
1616,3,0.102791569
1616,3,0.014613197
1616,3,0.015488143
1616,3,0.010913938
1616,3,0.00745437
1616,3,0.003878158
1616,3,0.007675556
1616,3,0.003462837
1616,3,0.230178494
1616,3,0.301197501
1616,3,0.147179509
1616,3,0.003205383
1616,3,0.57797771
1616,3,0.002883779
1616,3,0.019758936
1616,3,0.062826352
1616,3,0.005919209
1616,3,0.080161402
1616,3,0.009687737
1616,3,0.018591526
1616,3,0.038489603
1616,3,0.022596751
1616,3,0.014860131
1616,3,0.004908373
1616,3,0.028157246
1616,3,0.251467752
1616,3,0.004192424
1616,3,0.020365597
1616,3,0.076454951
1616,3,0.030924418
1616,3,0.683270811
1616,3,0.320575722
1616,3,0.333636128
1616,3,0.006203092
1616,3,0.033385128
1616,3,0.615263356
1616,3,0.079302339
1616,3,0.172146109
1616,3,0.016474534
1616,3,0.076438838
1616,3,0.024171602
1616,3,0.033586879
1616,3,0.031946562
1616,3,0.00745437
1616,3,0.534846549
1616,3,0.682783736
1616,3,0.013129761
1616,3,0.00173959
1616,3,0.010913938
1616,3,0.022105975
1616,3,0.00264765
1616,3,0.003417094
1616,3,0.027645408
1616,3,0.00305401
1616,3,0.026663052
1616,3,0.032478573
1616,3,0.028914175
1616,3,0.335280996
1616,3,0.057998822
1616,3,0.00531151
1616,3,0.175873162
1616,3,0.600771753
1616,3,0.001370841
1616,3,0.423083338
1616,3,0.045939552
1616,3,0.220600785
1616,3,0.419183533
1616,3,0.00815979
1616,3,0.007675556
1616,3,0.011919746
1616,3,0.010064664
1616,3,0.002108202
1616,3,0.004816973
1616,3,0.113611594
1616,3,0.02947603
1616,3,0.014517344
1616,3,0.23474261
1616,3,0.003607722
1616,3,0.147294441
1616,3,0.085613882
1616,3,0.380552353
1616,3,0.791519228
1616,3,0.008425566
1616,3,0.00500331
1616,3,0.029727128
1616,3,0.143381101
1616,3,0.322581102
1616,3,0.559191604
1616,3,0.039703716
1616,3,0.006515576
1616,3,0.520696976
1616,3,0.068313535
1616,3,0.025754085
1616,3,0.00531151
1616,3,0.344282943
1616,3,0.278476262
1616,3,0.002760674
1616,3,0.0302565
1616,3,0.015792364
1616,3,0.011919746
1616,3,0.569193751
1616,3,0.16193375
1616,3,0.016474534
1616,3,0.232868869
1616,3,0.026951415
1616,3,0.008425566
1616,3,0.489400864
1616,3,0.474421893
1616,3,0.190109517
1616,3,0.00426149
1616,3,0.04885444
1616,3,0.003127866
1616,3,0.178337959
1616,3,0.047138361
1616,3,0.006355495
1616,3,0.010064664
1617,3,0.063265121
1617,3,0.00745437
1617,3,0.034409899
1617,3,0.061832399
1617,3,0.002057888
1617,3,0.219135325
1617,3,0.287690811
1617,3,0.004192424
1617,3,0.026663052
1617,3,0.123148843
1617,3,0.069772051
1617,3,0.254982941
1617,3,0.099493337
1617,3,0.20375807
1617,3,0.184171352
1617,3,0.614732623
1617,3,0.75370503
1617,3,0.087443957
1617,3,0.09636528
1617,3,0.353257518
1617,3,0.009687737
1617,3,0.004125562
1617,3,0.107562738
1617,3,0.008425566
1617,3,0.048132828
1617,3,0.004816973
1617,3,0.140395051
1617,3,0.004406681
1617,3,0.021813526
1617,3,0.006515576
1617,3,0.067302538
1617,3,0.018879255
1617,3,0.025517883
1617,3,0.010913938
1617,3,0.002009919
1617,3,0.030182858
1617,3,0.016474534
1617,3,0.017595112
1617,3,0.389252157
1617,3,0.00305401
1617,3,0.014190015
1617,3,0.512099291
1617,3,0.414486484
1617,3,0.509197076
1617,3,0.011070009
1617,3,0.333841299
1617,3,0.00745437
1617,3,0.806812517
1617,3,0.92303552
1617,3,0.743532637
1617,3,0.833447527
1617,3,0.006203092
1617,3,0.554108815
1617,3,0.123440928
1617,3,0.002760674
1617,3,0.010913938
1617,3,0.018879255
1617,3,0.004125562
1617,3,0.067919559
1617,3,0.029447543
1617,3,0.005204643
1617,3,0.169001186
1617,3,0.140395051
1617,3,0.217173537
1617,3,0.00433287
1617,3,0.149321803
1617,3,0.151899832
1617,3,0.288394202
1617,3,0.353785186
1617,3,0.004125562
1617,3,0.724995367
1617,3,0.477573082
1617,3,0.597987478
1617,3,0.417349353
1617,3,0.163426251
1617,3,0.749713334
1617,3,0.810004079
1617,3,0.060680997
1617,3,0.3251482
1617,3,0.525273287
1617,3,0.048972409
1617,3,0.283124275
1617,3,0.741814284
1617,3,0.474421893
1617,3,0.076312436
1617,3,0.010064664
1617,3,0.782127286
1617,3,0.589656347
1617,3,0.489400864
1617,3,0.71618387
1617,3,0.383794172
1617,3,0.769953018
1617,3,0.517224607
1617,3,0.555229618
1617,3,0.472405867
1617,3,0.787582443
1617,3,0.63522946
1617,3,0.800706025
1617,3,0.013129761
1617,3,0.00745437
1617,3,0.886382944
1617,3,0.017595112
1617,3,0.026663052
1617,3,0.053104783
1617,3,0.084199655
1617,3,0.033586879
1617,3,0.834156167
1617,3,0.013129761
1617,3,0.013831818
1617,3,0.187811589
1617,3,0.102791569
1617,3,0.281235396
1617,3,0.006203092
1617,3,0.024171602
1617,3,0.197774373
1617,3,0.290647777
1617,3,0.432584698
1617,3,0.645945411
1617,3,0.010913938
1617,3,0.38016718
1617,3,0.24351113
1617,3,0.26823175
1617,3,0.436752451
1617,3,0.006515576
1617,3,0.360118804
1617,3,0.002108202
1617,3,0.452755322
1617,3,0.011394689
1617,3,0.003607722
1617,3,0.008709237
1617,3,0.417288821
1617,3,0.218139574
1617,3,0.636242991
1617,3,0.31767009
1617,3,0.059210712
1617,3,0.226524488
1617,3,0.002620825
1617,3,0.095295629
1617,3,0.263658063
1617,3,0.00745437
1617,3,0.098487118
1617,3,0.013129761
1617,3,0.353153502
1617,3,0.013831818
1617,3,0.007245575
1617,3,0.607494388
1617,3,0.059542694
1617,3,0.004483051
1617,3,0.135826504
1617,3,0.614732623
1617,3,0.078142391
1617,3,0.010913938
1617,3,0.003998036
1617,3,0.035846045
1617,3,0.08127561
1617,3,0.04099692
1617,3,0.747112378
1617,3,0.083636203
1617,3,0.462353605
1617,3,0.08643296
1617,3,0.147808368
1617,3,0.13228649
1617,3,0.013577729
1617,3,0.013129761
1617,3,0.079302339
1617,3,0.160457323
1617,3,0.10947551
1617,3,0.135705555
1617,3,0.013831818
1617,3,0.013831818
1617,3,0.054807983
1617,3,0.059394308
1617,3,0.026951415
1617,3,0.007910269
1617,3,0.029068561
1617,3,0.015488143
1617,3,0.119156536
1617,3,0.048972409
1617,3,0.013129761
1617,3,0.309292736
1617,3,0.016474534
1617,3,0.005295206
1617,3,0.033586879
1617,3,0.015488143
1617,3,0.264059011
1617,3,0.012495529
1617,3,0.00745437
1617,3,0.025324629
1617,3,0.005786794
1617,3,0.025844622
1617,3,0.009338022
1617,3,0.005101991
1617,3,0.076312436
1617,3,0.013129761
1617,3,0.016474534
1617,3,0.171383988
1617,3,0.014517344
1617,3,0.067396075
1617,3,0.010913938
1617,3,0.001825525
1617,3,0.018879255
1617,3,0.045444614
1617,3,0.063846533
1617,3,0.023438314
1617,3,0.002179244
1617,3,0.00531151
1617,3,0.003820875
1617,3,0.04448187
1617,3,0.001210473
1617,3,0.008425566
1617,3,0.00305401
1617,3,0.001146115
1617,3,0.087880153
1617,3,0.006600253
1617,3,0.004406681
1617,3,0.003658749
1617,3,0.036850827
1617,3,0.119579277
1617,3,0.005538975
1617,3,0.002568774
1617,3,0.012021569
1617,3,0.001431531
1617,3,0.002025658
1617,3,0.14820793
1617,3,0.803509551
1617,3,0.02947603
1617,3,0.005204643
1617,3,0.039331402
1617,3,0.010913938
1617,3,0.0032456
1617,3,0.008709237
1617,3,0.014517344
1617,3,0.008709237
1617,3,0.031153061
1617,3,0.004816973
1617,3,0.356080916
1617,3,0.004117346
1617,3,0.003711241
1617,3,0.487686479
1617,3,0.005786794
1617,3,0.005660173
1617,3,0.002275076
1617,3,0.002620825
1617,3,0.004728914
1617,3,0.008407915
1615,4,0.001884877
1615,4,0.006263616
1615,4,0.009215416
1615,4,0.002789141
1615,4,0.002249537
1615,4,0.002277071
1615,4,0.050014907
1615,4,0.002363869
1615,4,0.136912987
1615,4,0.273391936
1615,4,0.063712703
1615,4,0.076184756
1615,4,0.04398311
1615,4,0.008986687
1615,4,0.010509697
1615,4,0.004685951
1615,4,0.046808468
1615,4,0.065068032
1615,4,0.004070753
1615,4,0.002145754
1615,4,0.001884877
1615,4,0.003530064
1615,4,0.00192386
1615,4,0.001621952
1615,4,0.002524236
1615,4,0.009442822
1615,4,0.054575505
1615,4,0.15100081
1615,4,0.001865972
1615,4,0.002457547
1615,4,0.002277071
1615,4,0.002490445
1615,4,0.002394291
1615,4,0.005423095
1615,4,0.045213238
1615,4,0.011220628
1615,4,0.001847442
1615,4,0.003281038
1615,4,0.120893638
1615,4,0.045526894
1615,4,0.002028758
1615,4,0.001391461
1615,4,0.003900078
1615,4,0.001943963
1615,4,0.031458446
1615,4,0.002669095
1615,4,0.002006873
1615,4,0.223041797
1615,4,0.156769845
1615,4,0.093643624
1615,4,0.011848357
1615,4,0.0552156
1615,4,0.002789141
1615,4,0.003015159
1615,4,0.076400514
1615,4,0.017384029
1615,4,0.002707946
1615,4,0.238845605
1615,4,0.009947736
1615,4,0.81639063
1615,4,0.003530064
1615,4,0.006481846
1615,4,0.013577814
1615,4,0.282476004
1615,4,0.00506898
1615,4,0.002875357
1615,4,0.037885125
1615,4,0.003281038
1615,4,0.021292675
1615,4,0.002490445
1615,4,0.005361125
1615,4,0.005868458
1615,4,0.015898446
1615,4,0.108161331
1615,4,0.011138952
1615,4,0.314176741
1615,4,0.00480703
1615,4,0.032315582
1615,4,0.001743558
1615,4,0.062757516
1615,4,0.007849219
1615,4,0.054651665
1615,4,0.002831593
1615,4,0.006263616
1615,4,0.025951717
1615,4,0.006715833
1615,4,0.009442822
1615,4,0.002121288
1615,4,0.071012652
1615,4,0.002145754
1615,4,0.003339941
1615,4,0.005689004
1615,4,0.002524236
1615,4,0.014646779
1615,4,0.005210961
1615,4,0.067001051
1615,4,0.015898446
1615,4,0.006967345
1615,4,0.002305286
1615,4,0.003598341
1615,4,0.022940019
1615,4,0.006263616
1615,4,0.004356742
1615,4,0.002457547
1615,4,0.03996285
1615,4,0.007849219
1615,4,0.009947736
1615,4,0.012264927
1615,4,0.325625101
1615,4,0.117378116
1615,4,0.005689004
1615,4,0.011220628
1615,4,0.021681924
1615,4,0.005689004
1615,4,0.001554202
1615,4,0.001776863
1615,4,0.402793265
1615,4,0.004356742
1615,4,0.03661598
1615,4,0.038630956
1615,4,0.001468336
1615,4,0.028440982
1615,4,0.004070753
1615,4,0.126352274
1615,4,0.002490445
1615,4,0.045063064
1615,4,0.002145754
1615,4,0.0172636
1615,4,0.019175859
1615,4,0.015898446
1615,4,0.114606567
1615,4,0.012654268
1615,4,0.002490445
1615,4,0.06895631
1615,4,0.015212339
1615,4,0.015876999
1615,4,0.027087874
1615,4,0.118046781
1615,4,0.010509697
1615,4,0.078600984
1615,4,0.003281038
1615,4,0.004161817
1615,4,0.006967345
1615,4,0.22104276
1615,4,0.003281038
1615,4,0.004161817
1615,4,0.022940019
1615,4,0.105596531
1615,4,0.259333963
1615,4,0.015898446
1615,4,0.003224176
1615,4,0.002394291
1615,4,0.002222661
1615,4,0.064638693
1615,4,0.007238428
1615,4,0.043115625
1615,4,0.005868458
1615,4,0.157031485
1615,4,0.009442822
1615,4,0.000610567
1615,4,0.167702173
1615,4,0.018629314
1615,4,0.014646779
1615,4,0.061230508
1615,4,0.089930591
1615,4,0.266642329
1615,4,0.001695877
1615,4,0.156486463
1615,4,0.00192386
1615,4,0.005361125
1615,4,0.00506898
1615,4,0.433934529
1615,4,0.001129561
1615,4,0.021379519
1615,4,0.000922356
1615,4,0.003339941
1615,4,0.003064831
1615,4,0.008489802
1615,4,0.006715833
1615,4,0.002875357
1615,4,0.392255578
1615,4,0.002524236
1615,4,0.026756328
1615,4,0.218803447
1615,4,0.004161817
1615,4,0.001541326
1615,4,0.108161331
1615,4,0.409773566
1615,4,0.457656433
1615,4,0.004161817
1615,4,0.008489802
1615,4,0.010811496
1615,4,0.037122213
1615,4,0.072327878
1615,4,0.140107087
1615,4,0.049062926
1615,4,0.023581422
1615,4,0.001322235
1615,4,0.15833176
1615,4,0.001083511
1616,4,0.001083511
1616,4,0.004934531
1616,4,0.872307088
1616,4,0.884075031
1616,4,0.776991795
1616,4,0.865479256
1616,4,0.918949976
1616,4,0.009666041
1616,4,0.006059601
1616,4,0.013577814
1616,4,0.001985456
1616,4,0.005210961
1616,4,0.002051125
1616,4,0.155327466
1616,4,0.12224926
1616,4,0.508293085
1616,4,0.465473553
1616,4,0.770172353
1616,4,0.741486203
1616,4,0.936633055
1616,4,0.795220443
1616,4,0.446382828
1616,4,0.548297115
1616,4,0.190535675
1616,4,0.560460509
1616,4,0.426547844
1616,4,0.780626831
1616,4,0.789497047
1616,4,0.914371351
1616,4,0.4330739
1616,4,0.565981863
1616,4,0.106485556
1616,4,0.039931582
1616,4,0.183552107
1616,4,0.003819997
1616,4,0.478426504
1616,4,0.178400565
1616,4,0.319168239
1616,4,0.00480703
1616,4,0.008194972
1616,4,0.1296455
1616,4,0.00480703
1616,4,0.00506898
1616,4,0.103560901
1616,4,0.590854593
1616,4,0.190760051
1616,4,0.137115422
1616,4,0.005210961
1616,4,0.044060836
1616,4,0.002145754
1616,4,0.110826043
1616,4,0.305542927
1616,4,0.010509697
1616,4,0.038630956
1616,4,0.412359864
1616,4,0.151651855
1616,4,0.009947736
1616,4,0.001503946
1616,4,0.055880207
1616,4,0.004356742
1616,4,0.002707946
1616,4,0.06397026
1616,4,0.029873711
1616,4,0.438225098
1616,4,0.36549216
1616,4,0.226920426
1616,4,0.711739181
1616,4,0.237614864
1616,4,0.001727369
1616,4,0.177673438
1616,4,0.871290716
1616,4,0.027427739
1616,4,0.062838781
1616,4,0.007531461
1616,4,0.043655337
1616,4,0.118917963
1616,4,0.191590762
1616,4,0.282476004
1616,4,0.129926504
1616,4,0.004570823
1616,4,0.004356742
1616,4,0.001567295
1616,4,0.001129561
1616,4,0.047192274
1616,4,0.236182943
1616,4,0.134208098
1616,4,0.704138875
1616,4,0.800887362
1616,4,0.889098391
1616,4,0.023392468
1616,4,0.638618729
1616,4,0.197498875
1616,4,0.491862223
1616,4,0.82866256
1616,4,0.90346451
1616,4,0.567636779
1616,4,0.793430469
1616,4,0.61081933
1616,4,0.005868458
1616,4,0.100172934
1616,4,0.060233018
1616,4,0.001727369
1616,4,0.0055202
1616,4,0.89008318
1616,4,0.019222135
1616,4,0.058243776
1616,4,0.001793998
1616,4,0.004570823
1616,4,0.161454562
1616,4,0.232526764
1616,4,0.022504739
1616,4,0.006715833
1616,4,0.001811466
1616,4,0.005689004
1616,4,0.088581285
1616,4,0.260932866
1616,4,0.00506898
1616,4,0.055379944
1616,4,0.003116166
1616,4,0.00506898
1616,4,0.004161817
1616,4,0.024644824
1616,4,0.002222661
1616,4,0.029139746
1616,4,0.002875357
1616,4,0.037142618
1616,4,0.002831593
1616,4,0.094536153
1616,4,0.017384029
1616,4,0.163588089
1616,4,0.32460981
1616,4,0.258966889
1616,4,0.0055202
1616,4,0.605203056
1616,4,0.010509697
1616,4,0.849370747
1616,4,0.85166613
1616,4,0.610516633
1616,4,0.287638923
1616,4,0.0055202
1616,4,0.002490445
1616,4,0.00192386
1616,4,0.001503946
1616,4,0.002669095
1616,4,0.002305286
1616,4,0.004257049
1616,4,0.158146626
1616,4,0.09710932
1616,4,0.014169832
1616,4,0.004257049
1616,4,0.011848357
1616,4,0.04441797
1616,4,0.017518595
1616,4,0.097427006
1616,4,0.003339941
1616,4,0.014002542
1616,4,0.003530064
1616,4,0.004161817
1616,4,0.020917155
1616,4,0.003015159
1616,4,0.014646779
1616,4,0.146961809
1616,4,0.053708669
1616,4,0.002747944
1616,4,0.001445518
1616,4,0.002277071
1616,4,0.028440982
1616,4,0.004934531
1616,4,0.001164926
1616,4,0.00346433
1616,4,0.009951568
1616,4,0.075535225
1616,4,0.198334175
1616,4,0.017384029
1616,4,0.153994794
1616,4,0.27136557
1616,4,0.005361125
1616,4,0.015898446
1616,4,0.024155423
1616,4,0.009442822
1616,4,0.0012511
1616,4,0.050040065
1616,4,0.015898446
1616,4,0.001904169
1616,4,0.002457547
1616,4,0.075714843
1616,4,0.025808663
1616,4,0.12224926
1616,4,0.037290985
1616,4,0.028269647
1616,4,0.014646779
1616,4,0.008572589
1616,4,0.332349786
1616,4,0.002669095
1616,4,0.003819997
1616,4,0.101673849
1616,4,0.0055202
1616,4,0.002006873
1616,4,0.056796977
1616,4,0.364739873
1616,4,0.32130772
1616,4,0.0055202
1616,4,0.285047044
1616,4,0.279592639
1616,4,0.001516203
1616,4,0.00346433
1616,4,0.13012685
1616,4,0.027774945
1616,4,0.048280885
1616,4,0.004257049
1616,4,0.114167818
1616,4,0.005210961
1616,4,0.012654268
1616,4,0.008572589
1616,4,0.005210961
1616,4,0.429487211
1616,4,0.100306728
1616,4,0.021379519
1616,4,0.073599548
1616,4,0.03661598
1616,4,0.018731848
1616,4,0.037412384
1616,4,0.130624749
1616,4,0.009442822
1616,4,0.003900078
1616,4,0.013523559
1616,4,0.250217339
1616,4,0.005689004
1616,4,0.101355208
1616,4,0.023329757
1616,4,0.07600652
1616,4,0.00233421
1616,4,0.008572589
1616,4,0.002920494
1616,4,0.213813088
1616,4,0.011848357
1616,4,0.098982591
1616,4,0.025396028
1616,4,0.071202311
1616,4,0.021379519
1616,4,0.004356742
1616,4,0.003819997
1616,4,0.003064831
1616,4,0.002789141
1616,4,0.014341169
1616,4,0.004570823
1616,4,0.04441797
1616,4,0.004570823
1616,4,0.240684894
1617,4,0.033220734
1617,4,0.005361125
1617,4,0.065321242
1617,4,0.250200843
1617,4,0.327648712
1617,4,0.281712077
1617,4,0.001829277
1617,4,0.019222135
1617,4,0.019175859
